,Description,Category,Meta_Url
12831,"The APItude Java Sample Code by Hotel Beds demonstrates API interaction, importing buffer reader,...",Hotels,https://www.programmableweb.com/sample-source-code/apitude-java-sample-code-hotel-beds
12832,The UptimeRobot Groovy Sample Code by Jose Bovet Derpich presents API communication to access...,Robots,https://www.programmableweb.com/sample-source-code/uptimerobot-groovy-sample-code-jose-bovet-derpich
12833,"The UptimeRobot .NET Sample Code by GBSHouse demonstrates API interaction, creating instances,...",Robots,https://www.programmableweb.com/sample-source-code/uptimerobot-net-sample-code-gbshouse
12834,The UptimeRobot Go Sample Code by Ringo De Smet presents API interaction to access website...,Robots,https://www.programmableweb.com/sample-source-code/uptimerobot-go-sample-code-ringo-de-smet
12835,"The UptimeRobot Python Sample Code by Anton Tolchanov demonstrates API interaction, allowing tests...",Robots,https://www.programmableweb.com/sample-source-code/uptimerobot-python-sample-code-anton-tolchanov
12836,"The UptimeRobot PHP Sample Code by Watchful.li demonstrates API interaction, accessing with Key. It...",Robots,https://www.programmableweb.com/sample-source-code/uptimerobot-php-sample-code-watchfulli
12837,The TwentyThree Ruby Sample Code by TwentyThree presents API communication for video marketing...,Video,https://www.programmableweb.com/sample-source-code/twentythree-ruby-sample-code-twentythree
12838,The TwentyThree PHP Sample Code by TwentyThree demonstrates how to interact with the API for video...,Video,https://www.programmableweb.com/sample-source-code/twentythree-php-sample-code-twentythree
12839,"The Mandrill Dart Sample Code by MailChimp presents how to access the API via library, enabling...",Email,https://www.programmableweb.com/sample-source-code/mandrill-dart-sample-code-mailchimp
12840,The Mandrill Node.js Sample Code by MailChimp demonstrates how to install the library to access the...,Email,https://www.programmableweb.com/sample-source-code/mandrill-nodejs-sample-code-mailchimp
12841,The Mandrill PHP Sample Code by MailChimp presents how to integrate email infrastructure into...,Email,https://www.programmableweb.com/sample-source-code/mandrill-php-sample-code-mailchimp
12842,The Mandrill Python Sample Code by MailChimp demonstrates API interaction by installing the library...,Email,https://www.programmableweb.com/sample-source-code/mandrill-python-sample-code-mailchimp
12843,The DomainsBot Ruby Sample Code by DomainsBot demonstrates how to obtain domains data as a response...,Domains,https://www.programmableweb.com/sample-source-code/domainsbot-ruby-sample-code-domainsbot
12844,The DomainsBot jQuery Sample Code by DomainsBot demonstrates how API interaction can integrate...,Domains,https://www.programmableweb.com/sample-source-code/domainsbot-jquery-sample-code-domainsbot
12845,The BuiltWith C++ Sample Code by StackOverflow demonstrates how to create a JSON parser and writer...,Domains,https://www.programmableweb.com/sample-source-code/builtwith-cplus-sample-code-stackoverflow
12846,The BuiltWith PHP Sample Code by StackOverflow demonstrates how to parse JSON to access the API and...,Domains,https://www.programmableweb.com/sample-source-code/builtwith-php-sample-code-stackoverflow
12847,"The BuiltWith Java Sample Code by StackOverflow shows how to parse JSON via Java, allowing API...",Domains,https://www.programmableweb.com/sample-source-code/builtwith-java-sample-code-stackoverflow
12848,The BuiltWith C# Sample Code by StackOverflow is the answer to parsing JSON via C#. Code is...,Domains,https://www.programmableweb.com/sample-source-code/builtwith-csharp-sample-code-stackoverflow
12849,The BuiltWith Python Sample Code by StackOverflow is available as a user answer to explain...,Domains,https://www.programmableweb.com/sample-source-code/builtwith-python-sample-code-stackoverflow
12850,"The Sedo PHP Sample Code by Sedo is available to demonstrate API interaction, enabling developers...",Domains,https://www.programmableweb.com/sample-source-code/sedo-php-sample-code-sedo
12851,The Librato Clojure Sample Code by Michael Gorsuch runs tests to evaluate API performance. User and...,Monitoring,https://www.programmableweb.com/sample-source-code/librato-clojure-sample-code-michael-gorsuch
12852,The Librato C# Sample Code by Fábio Caldas demonstrates how to optimize an interface by debugging...,Monitoring,https://www.programmableweb.com/sample-source-code/librato-c-sample-code-f%C3%A1bio-caldas
12853,The DigitalOcean iOS Sample Code by shapsuk provides a XCode workspace to demonstrate API...,Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-ios-sample-code-shapsuk
12854,The DigitalOcean Java Sample Code by DigitalOcean provides an integration and a mock test for...,Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-java-sample-code-digitalocean
12855,The DigitalOcean Scala Sample Code by shawjef3 demonstrates API interaction by testing IP addresses...,Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-scala-sample-code-shawjef3
12856,The DigitalOcean Node.js Sample Code by Matt Major demonstrates API interaction to access cloud...,Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-nodejs-sample-code-matt-major
12857,"The DigitalOcean .NET Sample Code by DigitalOcean demonstrates API interaction, providing...",Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-net-sample-code-digitalocean
12858,The DigitalOcean Python Sample Code by DigitalOcean demonstrates with tests how to interact with...,Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-python-sample-code-digitalocean
12859,The DigitalOcean Ruby Sample Code by DigitalOcean demonstrates API interaction to access cloud...,Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-ruby-sample-code-digitalocean
12860,"The DigitalOcean Go Sample Code by DigitalOcean provides tests to demonstrate API interaction,...",Cloud,https://www.programmableweb.com/sample-source-code/digitalocean-go-sample-code-digitalocean
12861,The ORCID R Sample Code by ORCID provides tests to demonstrate API interaction. The way...,Identity,https://www.programmableweb.com/sample-source-code/orcid-r-sample-code-orcid
12862,"The ORCID JavaScript Sample Code by ORCID provides API access via OAuth2, allowing developers to...",Identity,https://www.programmableweb.com/sample-source-code/orcid-javascript-sample-code-orcid
12863,The ORCID Python Sample Code by ORCID allows API interaction to access identity verification...,Identity,https://www.programmableweb.com/sample-source-code/orcid-python-sample-code-orcid
12864,"The ORCID Go Sample Code by ORCID demonstrates API access by setting up configuration, setting up...",Identity,https://www.programmableweb.com/sample-source-code/orcid-go-sample-code-orcid
12865,"The ORCID Java Sample Code by ORCID demonstrates tests to interact with the API, presenting...",Identity,https://www.programmableweb.com/sample-source-code/orcid-java-sample-code-orcid
12866,The ORCID Ruby Sample Code by ORCID demonstrates how API interaction can access identity...,Identity,https://www.programmableweb.com/sample-source-code/orcid-ruby-sample-code-orcid
12867,"The paysafecard Python Sample Code by paysafecard demonstrates how to implement payments, payouts,...",Payments,https://www.programmableweb.com/sample-source-code/paysafecard-python-sample-code-paysafecard
12868,The paysafecard PHP Sample Code by paysafecard demonstrates how API interaction can access payments...,Payments,https://www.programmableweb.com/sample-source-code/paysafecard-php-sample-code-paysafecard
12869,"The paysafecard Node.js Sample Code by paysafecard assists developers in implementing payments,...",Payments,https://www.programmableweb.com/sample-source-code/paysafecard-nodejs-sample-code-paysafecard
12870,The paysafecard Java Sample Code by paysafecard presents how API interaction can help to integrate...,Payments,https://www.programmableweb.com/sample-source-code/paysafecard-java-sample-code-paysafecard
12871,The paysafecard C# Sample Code by paysafecard demonstrates how to integrate payments into...,Payments,https://www.programmableweb.com/sample-source-code/paysafecard-c-sample-code-paysafecard
12872,"The Satispay Android Sample Code is an application that demonstrates the Android SDK, and...",Payments,https://www.programmableweb.com/sample-source-code/satispay-android-sample-code-satispay
12873,The Satispay iOS Sample Code is an application that demonstrates several features of the iOS SDK.,Payments,https://www.programmableweb.com/sample-source-code/satispay-ios-sample-code-satispay
12874,eWay iOS Sample Code by eWay presents how to integrate payments into Apple devices. Demos show how...,Payments,https://www.programmableweb.com/sample-source-code/eway-ios-sample-code-eway
12875,"The eWay Ruby Sample Code by eWay demonstrates API interaction, providing object creation for...",Payments,https://www.programmableweb.com/sample-source-code/eway-ruby-sample-code-eway
12876,The eWay Node.js Sample Code by eWay demonstrates payment integration into applications via tests....,Payments,https://www.programmableweb.com/sample-source-code/eway-nodejs-sample-code-eway
12877,The eWay Java Sample Code by eWay demonstrates how to integrate customers and transactions into...,Payments,https://www.programmableweb.com/sample-source-code/eway-java-sample-code-eway
12878,The eWay .NET Sample Code by eWay demonstrates how to implement payments into applications....,Payments,https://www.programmableweb.com/sample-source-code/eway-net-sample-code-eway
12879,"The OrderCloud.io Python Sample Code demonstrates categories, authentication, credit card...",eCommerce,https://www.programmableweb.com/sample-source-code/ordercloudio-python-sample-code-ordercloudio
